,ticker,group_code,company_name,company_short_name
775,MA1,UpcomIndex,Công ty Cổ phần Thiết bị,MACHINCO1
776,MAS,HNXIndex,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng
777,MBB,VNINDEX,Ngân hàng Thương mại Cổ phần Quân đội,MBBank
778,MCC,HNXIndex,Công ty Cổ phần Gạch ngói cao cấp,Gạch ngói cao cấp
779,MCF,HNXIndex,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Cơ khí và Lương thực Thực phẩm
780,MCG,VNINDEX,Công ty Cổ phần Năng lượng và Bất động sản MCG,Năng lượng và Bất động sản MCG
781,MCM,UpcomIndex,Công ty Cổ phần Giống bò sữa Mộc Châu,Giống bò sữa Mộc Châu
782,MCO,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam
783,MCP,VNINDEX,Công ty Cổ phần In và Bao bì Mỹ Châu,In và Bao bì Mỹ Châu
784,MDA,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Đông Anh,Môi trường Đô thị Đông Anh
785,MDC,HNXIndex,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương
786,MDF,UpcomIndex,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Gỗ MDF VRG - Quảng Trị
787,MDG,VNINDEX,Công ty Cổ phần Miền Đông,Xây dựng Miền Đông
788,MEC,UpcomIndex,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Lắp máy Sông Đà
789,MED,HNXIndex,Công ty Cổ phần Dược Trung ương Mediplantex,Dược Mediplantex
790,MEF,UpcomIndex,Công ty Cổ phần MEINFA,MEINFA
791,MEL,HNXIndex,Công ty Cổ phần Thép Mê Lin,Thép Mê Lin
792,MRF,UpcomIndex,Công ty Cổ phần MERUFA,Cao su y tế MERUFA
793,MES,UpcomIndex,Công ty Cổ phần Cơ điện Công trình,Cơ điện Công trình
794,MFS,UpcomIndex,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service
795,MHC,VNINDEX,Công ty Cổ phần MHC,CTCP MHC
796,JOS,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thủy sản Minh Hải
797,MHL,HNXIndex,Công ty Cổ phần Minh Hữu Liên,Minh Hữu Liên
798,MIC,UpcomIndex,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam
799,MIE,UpcomIndex,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Máy và Thiết bị Công nghiệp
800,MIM,HNXIndex,Công ty Cổ phần Khoáng sản và Cơ khí,Khoáng sản và Cơ khí
801,MIG,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm Quân đội
802,MTA,UpcomIndex,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh
803,MLS,UpcomIndex,Công ty Cổ phần Chăn nuôi - Mitraco,Chăn nuôi Mitraco
804,MKP,UpcomIndex,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm Mekophar
805,MKV,HNXIndex,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy
806,MLC,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Môi trường Đô thị Tỉnh Lào Cai
807,MML,UpcomIndex,Công ty Cổ phần Masan MEATLife,Masan MEATLife
808,MPC,UpcomIndex,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú
809,MPT,UpcomIndex,Công ty Cổ phần Tập đoàn MPT,Tập đoàn MPT
810,MPY,UpcomIndex,Công ty Cổ phần Môi trường đô thị Phú Yên,Môi trường đô thị Phú Yên
811,MQB,UpcomIndex,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Môi trường và PT đô thị Quảng Bình
812,MSB,VNINDEX,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank
813,MCH,UpcomIndex,Công ty Cổ phần Hàng Tiêu Dùng MaSan,Hàng Tiêu Dùng MaSan
814,MSN,VNINDEX,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan
815,MSR,UpcomIndex,Công ty Cổ phần Masan High-Tech Materials,Masan High-Tech Materials
816,MST,HNXIndex,Công ty Cổ phần Đầu tư MST,Đầu tư MST
817,MTC,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Mỹ Trà,Dịch Vụ Du Lịch Mỹ Trà
818,MTG,UpcomIndex,Công ty Cổ phần MT Gas,MTGAS
819,MTH,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Hà Đông,Môi trường Đô thị Hà Đông
820,MTL,UpcomIndex,Công ty Cổ phần Dịch vụ Môi trường Đô thị Từ Liêm,Môi trường Đô thị Từ Liêm
821,NAU,UpcomIndex,Công ty Cổ phần Môi trường và Công trình Đô thị Nghệ An,Công trình Đô thị Nghệ An
822,MTP,UpcomIndex,Công ty Cổ phần Dược Medipharco,Dược Medipharco
823,MWG,VNINDEX,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động
824,NAB,UpcomIndex,Ngân hàng Thương mại Cổ phần Nam Á,Ngân hàng Nam Á
825,NDP,UpcomIndex,Công ty Cổ phần Dược phẩm 2/9,Dược phẩm 2/9
826,NAF,VNINDEX,Công ty Cổ phần Nafoods Group,Nafoods Group
827,NAG,HNXIndex,Công ty Cổ phần Tập đoàn Nagakawa,Tập đoàn Nagakawa
828,NJC,UpcomIndex,Công ty Cổ phần May Nam Định,May Nam Định
829,NAC,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Tổng hợp,Tư vấn xây dựng Tổng hợp
830,FHN,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Lương thực - Thực phẩm Hà Nội,XNK lương thực Hà Nội
831,NAP,HNXIndex,Công ty Cổ phần Cảng Nghệ Tĩnh,Cảng Nghệ Tĩnh
832,NTF,UpcomIndex,Công ty Cổ phần Dược - Vật tư y tế Nghệ An,Dược Nghệ An
833,BAB,HNXIndex,Ngân hàng Thương mại Cổ phần Bắc Á,Ngân hàng Bắc Á
834,NAS,UpcomIndex,Công ty Cổ phần Dịch vụ Hàng không Sân bay Nội Bài,DV Hàng không SB Nội Bài
835,NAV,VNINDEX,Công ty Cổ phần Nam Việt,Tấm lợp và gỗ Nam Việt
836,VET,UpcomIndex,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Thuốc thú y trung ương Navetco
837,NAW,UpcomIndex,Công ty Cổ phần Cấp nước Nghệ An,Cấp nước Nghệ An
838,NBB,VNINDEX,Công ty Cổ phần Đầu tư Năm Bảy Bảy,577 CORP
839,NBC,HNXIndex,Công ty Cổ phần Than Núi Béo - Vinacomin,Than Núi Béo
840,NBE,UpcomIndex,Công ty Cổ phần Sách và Thiết bị Giáo dục Miền Bắc,Sách và Thiết bị GD Miền Bắc
841,NBP,HNXIndex,Công ty Cổ phần Nhiệt Điện Ninh Bình,Nhiệt điện Ninh Bình
842,NBW,HNXIndex,Công ty Cổ phần Cấp nước Nhà Bè,Cấp nước Nhà Bè
843,NCS,UpcomIndex,Công ty Cổ phần Suất ăn Hàng không Nội Bài,Suất ăn Hàng không Nội Bài
844,NCT,VNINDEX,Công ty Cổ phần Dịch vụ Hàng hóa Nội Bài,DV Hàng hóa Nội Bài
845,ND2,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển điện Miền Bắc 2,Đầu tư và PT điện Miền Bắc 2
846,NDC,UpcomIndex,Công ty Cổ phần Nam Dược,Dược phẩm Nam Dược
847,MND,UpcomIndex,Công ty Cổ phần Môi trường Nam Định,Môi trường Nam Định
848,NDF,UpcomIndex,Công ty Cổ phần Chế biến thực phẩm nông sản xuất khẩu Nam Định,Nông sản XK Nam Định
849,HND,UpcomIndex,Công ty Cổ phần Nhiệt điện Hải Phòng,Nhiệt điện Hải Phòng
850,NDN,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Nhà Đà Nẵng,PT Nhà Đà Nẵng
851,NDW,UpcomIndex,Công ty Cổ phần Cấp nước Nam Định,Cấp nước Nam Định
852,NDX,HNXIndex,Công ty Cổ phần Xây lắp Phát triển Nhà Đà Nẵng,Phát triển Nhà Đà Nẵng
853,NED,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển Điện Tây Bắc,Phát triển Điện Tây Bắc
854,NET,HNXIndex,Công ty Cổ phần Bột giặt Net,Bột giặt Net
855,NRC,HNXIndex,Công ty Cổ phần Tập đoàn Danh Khôi,Tập đoàn Danh Khôi
856,NFC,HNXIndex,Công ty Cổ phần Phân lân Ninh Bình,Phân lân Ninh Bình
857,NGC,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,Thủy sản Ngô Quyền
858,NHA,VNINDEX,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị Nam Hà Nội,PT Nhà và Đô thị Nam HN
859,MNB,UpcomIndex,Tổng Công ty May Nhà Bè - Công ty Cổ phần,May Nhà Bè
860,VCE,UpcomIndex,Công ty Cổ phần Xây lắp Môi trường,Xây lắp Môi trường
861,NHC,HNXIndex,Công ty Cổ phần Gạch ngói Nhị Hiệp,Gạch ngói Nhị Hiệp
862,NHH,VNINDEX,Công ty Cổ phần Nhựa Hà Nội,Nhựa Hà Nội
863,VHM,VNINDEX,Công ty Cổ phần Vinhomes,Vinhomes
864,NHP,UpcomIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,Sản xuất XNK NHP
865,NHT,VNINDEX,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,Sản xuất và Thương mại Nam Hoa
866,NHV,UpcomIndex,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,Đầu tư NHV
867,NKG,VNINDEX,Công ty Cổ phần Thép Nam Kim,Thép Nam Kim
868,NLG,VNINDEX,Công ty cổ phần Đầu tư Nam Long,BĐS Nam Long
869,NLS,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lạng Sơn,Cấp thoát nước Lạng Sơn
870,NNC,VNINDEX,Công ty Cổ phần Đá Núi Nhỏ,Đá Núi Nhỏ
871,NNG,UpcomIndex,Công ty Cổ phần Công nghiệp - Dịch vụ - Thương mại Ngọc Nghĩa,CN - DV - TM Ngọc Nghĩa
872,NNT,UpcomIndex,Công ty Cổ phần Cấp nước Ninh Thuận,Cấp nước Ninh Thuận
873,NOS,UpcomIndex,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,Vận tải Biển và Thương mại Phương Đông
874,NVL,VNINDEX,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,Đầu tư Địa ốc No Va (Novaland)
875,PMB,HNXIndex,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,Phân bón và Hóa chất Dầu khí Miền Bắc
876,NQB,UpcomIndex,Công ty Cổ phần Cấp nước Quảng Bình,Cấp nước Quảng Bình
877,NQT,UpcomIndex,Công ty Cổ phần Nước sạch Quảng Trị,Nước sạch Quảng Trị
878,NS2,UpcomIndex,Công ty Cổ phần Nước sạch số 2 Hà Nội,Nước sạch số 2 Hà Nội
879,NSC,VNINDEX,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,Tập đoàn Giống cây trồng Việt Nam
880,PSH,VNINDEX,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,TMại ĐT Dầu khí Nam Sông Hậu
881,NST,HNXIndex,Công ty Cổ phần Ngân Sơn,Thuốc lá Ngân Sơn
882,NT2,VNINDEX,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Điện lực Nhơn Trạch 2
883,NTB,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,Công trình giao thông 584
884,NTC,UpcomIndex,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,KCN Nam Tân Uyên
885,NTT,UpcomIndex,Công ty Cổ phần Dệt - May Nha Trang,Dệt - May Nha Trang
886,NTL,VNINDEX,Công ty Cổ phần Phát triển Đô thị Từ Liêm,Đô thị Từ Liêm
887,NTP,HNXIndex,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Nhựa Tiền Phong
888,NUE,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Nha Trang,Môi trường Đô thị Nha Trang
889,NTW,UpcomIndex,Công ty Cổ phần Cấp nước Nhơn Trạch,Cấp nước Nhơn Trạch
890,NVB,HNXIndex,Ngân hàng Thương mại Cổ phần Quốc Dân,Ngân hàng Quốc Dân
891,NVT,VNINDEX,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,Ninh Vân Bay
892,NWT,UpcomIndex,Công ty Cổ phần Vận tải Newway,Vận tải Newway
893,NXT,UpcomIndex,Công ty Cổ phần Sản xuất và Cung ứng vật liệu xây dựng Kon Tum,SX và Cung ứng VLXD Kon Tum
894,OCB,VNINDEX,Ngân hàng Thương mại Cổ phần Phương Đông,Ngân hàng Phương Đông
895,OCH,HNXIndex,Công ty Cổ phần One Capital Hospitality,Khách sạn và Dịch vụ OCH
896,EVS,HNXIndex,Công ty Cổ phần Chứng khoán Everest,Chứng khoán Everest
897,OGC,VNINDEX,Công ty Cổ phần Tập đoàn Đại Dương,Tập đoàn Đại Dương
898,TOW,UpcomIndex,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Cấp nước Trà Nóc - Ô Môn
899,ONE,HNXIndex,Công ty Cổ phần Truyền thông số 1,Truyền thông Số 1
900,ONW,UpcomIndex,Công ty Cổ phần Dịch vụ Một Thế giới,Dịch vụ Một Thế giới
901,OPC,VNINDEX,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm OPC
902,ORS,VNINDEX,Công ty Cổ phần Chứng khoán Tiên Phong,Chứng khoán Tiên Phong
903,PAC,VNINDEX,Công ty Cổ phần Pin Ắc quy Miền Nam,Pin Ắc quy Miền Nam
904,PAI,UpcomIndex,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC"
905,PAN,VNINDEX,Công ty Cổ phần Tập đoàn PAN,Tập đoàn PAN
906,PAP,UpcomIndex,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,Cảng Phước An
907,PAS,UpcomIndex,Công ty Cổ phần Quốc tế Phương Anh,Quốc tế Phương Anh
908,PBP,HNXIndex,Công ty Cổ phần Bao bì Dầu khí Việt Nam,Bao bì Dầu khí VN
909,PC1,VNINDEX,Công ty Cổ phần Tập đoàn PC1,Tập đoàn PC1
910,PCC,UpcomIndex,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,Xây lắp 1- Petrolimex
911,PCG,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,Đầu tư PT Gas Đô thị
912,PCM,UpcomIndex,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,VLXD Bưu điện
913,CSI,UpcomIndex,Công ty Cổ phần Chứng khoán Kiến thiết Việt Nam,Chứng khoán Kiến thiết VN
914,PCT,HNXIndex,Công ty Cổ phần Vận tải Khí và Hóa chất Việt Nam,Vận tải Khí và Hóa chất Việt Nam
915,PDB,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,DIN Capital
916,PDC,UpcomIndex,Công ty Cổ phần Du lịch Dầu khí Phương Đông,Dầu khí Phương Đông
917,PDN,VNINDEX,Công ty Cổ phần Cảng Đồng Nai,Cảng Đồng Nai
918,PDR,VNINDEX,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,BĐS Phát Đạt
919,PDV,UpcomIndex,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,Vận tải Phương Đông Việt
920,PEC,UpcomIndex,Công ty Cổ phần Cơ khí Điện lực,Cơ khí Điện lực
921,PEQ,UpcomIndex,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,Thiết bị xăng dầu Petrolimex
922,PEN,HNXIndex,Công ty Cổ phần Xây lắp III Petrolimex,Xây lắp III Petrolimex
923,PET,VNINDEX,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,PETROSETCO
924,PCF,UpcomIndex,Công ty Cổ phần Cà phê PETEC,Cà phê PETEC
925,PEG,UpcomIndex,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,TM Kỹ thuật và Đầu tư (PETEC)
926,PTV,UpcomIndex,Công ty Cổ phần Thương mại Dầu khí,Thương mại dầu khí
927,PLX,VNINDEX,Tập đoàn Xăng dầu Việt Nam,Petrolimex
928,PFL,UpcomIndex,Công ty Cổ phần Dầu khí Đông Đô,Dầu khí Đông Đô
929,PGB,UpcomIndex,Ngân hàng Thương mại Cổ phần Xăng dầu Petrolimex,PG Bank
930,PGC,VNINDEX,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,Gas Petrolimex
931,PGD,VNINDEX,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,PV GAS D
932,PGI,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Petrolimex,Bảo hiểm PJICO
933,PGN,HNXIndex,Công ty Cổ phần Phụ Gia Nhựa,Phụ Gia Nhựa
934,PGS,HNXIndex,Công ty Cổ phần Kinh doanh Khí Miền Nam,Khí Miền Nam
935,PGT,HNXIndex,Công ty Cổ phần PGT Holdings,PGT Holdings
936,PLP,VNINDEX,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,SX và CN Nhựa Pha Lê
937,PBC,UpcomIndex,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,Dược Phẩm TW 1- Pharbaco
938,PHC,VNINDEX,Công ty Cổ phần Xây dựng Phục Hưng Holdings,Phuc Hung Holdings
939,PHH,UpcomIndex,Công ty Cổ phần Hồng Hà Việt Nam,Hồng Hà Việt Nam
940,PHP,UpcomIndex,Công ty Cổ phần Cảng Hải Phòng,Cảng Hải Phòng
941,PHR,VNINDEX,Công ty Cổ phần Cao su Phước Hòa,Cao su Phước Hòa
942,PHS,UpcomIndex,Công ty Cổ phần Chứng khoán Phú Hưng,Chứng khoán Phú Hưng
943,PIA,HNXIndex,Công ty Cổ phần Tin học Viễn thông Petrolimex,Tin học Viễn thông Petrolimex
944,PIC,HNXIndex,Công ty Cổ phần Đầu tư Điện lực 3,Đầu tư Điện lực 3
945,PID,UpcomIndex,Công ty Cổ phần Trang trí nội thất Dầu khí,Trang trí nội thất Dầu khí
946,PIS,UpcomIndex,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,Pisico Bình Định
947,EIN,UpcomIndex,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,Đầu tư - TM - DV Điện lực
948,PIT,VNINDEX,Công ty Cổ phần Xuất nhập khẩu Petrolimex,XNK PETROLIMEX
949,PIV,UpcomIndex,Công ty Cổ phần PIV,PIV JSC
950,PJC,HNXIndex,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,TM và Vận tải Petrolimex HN
951,PJS,UpcomIndex,Công ty Cổ phần Cấp nước Phú Hòa Tân,Cấp nước Phú Hòa Tân
952,PJT,VNINDEX,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,Vận tải thủy PETROLIMEX
953,PLA,UpcomIndex,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,Đầu tư và Dịch vụ hạ tầng Xăng dầu (PLAND)
954,PLC,HNXIndex,Tổng Công ty Hóa dầu Petrolimex - Công ty Cổ phần,Hóa dầu Petrolimex
955,PLO,UpcomIndex,Công ty Cổ phần Kho vận Petec,Kho vận Petec
956,PLE,UpcomIndex,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,Tư vấn Xây dựng Petrolimex
957,PMC,HNXIndex,Công ty Cổ phần Dược phẩm Dược liệu Pharmedic,Pharmedic
958,PMG,VNINDEX,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,ĐT và SX Petro Miền Trung
959,PMJ,UpcomIndex,Công ty cổ phần Vật tư Bưu điện,Vật tư Bưu điện
960,PMP,HNXIndex,Công ty Cổ phần Bao bì Đạm Phú Mỹ,Bao bì Đạm Phú Mỹ
961,PMS,HNXIndex,Công ty Cổ phần Cơ khí Xăng dầu,Cơ khí xăng dầu
962,PMT,UpcomIndex,Công ty Cổ phần Viễn thông Telvina Việt Nam,Telvina Việt Nam
963,PMW,UpcomIndex,Công ty Cổ phần Cấp Nước Phú Mỹ,Cấp Nước Phú Mỹ
964,PNC,VNINDEX,Công ty Cổ phần Văn hóa Phương Nam,Văn hóa Phương Nam
965,PNG,UpcomIndex,Công ty Cổ phần Thương Mại Phú Nhuận,Thương Mại Phú Nhuận
966,PND,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,Xăng dầu Dầu khí Nam Định
967,PNJ,VNINDEX,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,Vàng Phú Nhuận
968,PNP,UpcomIndex,Công ty Cổ phần Tân Cảng – Phú Hữu,Tân Cảng - Phú Hữu
969,PNT,UpcomIndex,Công ty Cổ phần Kỹ thuật Xây dựng Phú Nhuận,Kỹ thuật XD Phú Nhuận
970,POB,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Thái Bình,PVOIL Thái Bình
971,POM,VNINDEX,Công ty Cổ phần Thép Pomina,Thép Pomina
972,POT,HNXIndex,Công ty Cổ phần Thiết bị Bưu điện,Thiết bị Bưu điện Postef
973,POV,UpcomIndex,Công ty Cổ phần Xăng dầu Dầu khí Vũng Áng,PV Oil Vũng Áng
974,DNA,UpcomIndex,Công ty Cổ phần Điện nước An Giang,Điện nước An Giang
975,PPC,VNINDEX,Công ty Cổ phần Nhiệt điện Phả Lại,Nhiệt điện Phả Lại
976,PPE,HNXIndex,Công ty Cổ phần Tư vấn Đầu tư PP Enterprise,PVPower Engineering
977,PPH,UpcomIndex,Tổng Công ty Cổ phần Phong Phú,Phong Phú Corp.
978,PPI,UpcomIndex,Công ty Cổ phần Đầu tư và Phát triển dự án hạ tầng Thái Bình Dương,BĐS Thái Bình Dương
979,PPP,HNXIndex,Công ty Cổ phần Dược phẩm Phong Phú,PP.Pharco
980,PPS,HNXIndex,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,DVKT Điện lực Dầu khí
981,PRC,HNXIndex,Công ty Cổ phần Logistics Portserco,Vận tải Portserco
982,PRO,UpcomIndex,Công ty Cổ phần Procimex Việt Nam,Procimex Việt Nam
983,PSB,UpcomIndex,Công ty Cổ phần Đầu tư Dầu khí Sao Mai Bến Đình,Sao Mai Bến Đình
984,PSC,HNXIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Sài Gòn,Vận tải Petrolimex SG
985,BT1,UpcomIndex,Công ty Cổ phần Bảo vệ thực vật 1 Trung ương,Bảo vệ thực vật 1 TW
986,PSD,HNXIndex,Công ty Cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí,Phân phối Tổng hợp Dầu khí
987,PSE,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Đông Nam Bộ,Phân bón và hóa chất dầu khí Đông Nam Bộ
988,PSG,UpcomIndex,Công ty Cổ phần Đầu tư và Xây lắp Dầu khí Sài Gòn,XL Dầu khí Sài Gòn
989,PSI,HNXIndex,Công ty Cổ phần Chứng khoán Dầu khí,Chứng khoán Dầu khí
990,PSL,UpcomIndex,Công ty Cổ phần Chăn nuôi Phú Sơn,Chăn nuôi Phú Sơn
991,PSP,UpcomIndex,Công ty Cổ phần Cảng Dịch vụ Dầu khí Đình Vũ,DV Dầu Khí Đình Vũ
992,PTB,VNINDEX,Công ty Cổ phần Phú Tài,Công ty Cổ phần Phú Tài
993,GCB,UpcomIndex,Công ty Cổ phần PETEC Bình Định,PETEC Bình Định
994,PTC,VNINDEX,Công ty Cổ phần Đầu tư ICAPITAL,Đầu tư ICAPITAL
995,PTE,UpcomIndex,Công ty Cổ phần Xi măng Phú Thọ,Xi măng Phú Thọ
996,PTO,UpcomIndex,Công ty Cổ phần Dịch vụ - Xây dựng Công trình Bưu điện,Xây dựng Công trình Bưu điện
997,KSF,HNXIndex,Công ty cổ phần Tập đoàn KSFinance,Tập đoàn KSFinance
998,PTD,HNXIndex,Công ty Cổ phần Thiết kế - Xây dựng - Thương mại Phúc Thịnh,Thiết kế-XD-TM Phúc Thịnh
999,PTG,UpcomIndex,Công ty Cổ phần May Xuất Khẩu Phan Thiết,May Phan Thiết
1000,PTH,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hà Tây,Vận tải và DV Petrolimex Hà Tây
1001,PTI,HNXIndex,Tổng Công ty Cổ phần Bảo hiểm Bưu điện,Bảo hiểm Bưu điện
1002,PTL,VNINDEX,Công ty Cổ phần Victory Capital,Victory Capital
1003,PTN,UpcomIndex,Công ty Cổ phần Phát triển Nhà Khánh Hòa,Phát triển Nhà Khánh Hòa
1004,PTP,UpcomIndex,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,Viễn Thông và In Bưu điện
1005,PTS,HNXIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Hải Phòng,Vận tải Petrolimex HP
1006,POS,UpcomIndex,"Công ty Cổ phần Dịch vụ lắp đặt, vận hành và bảo dưỡng công trình dầu khí biển PTSC",Bảo dưỡng công trình DK biển
1007,PSN,UpcomIndex,Công ty Cổ phần Dịch vụ Kỹ thuật PTSC Thanh Hóa,PTSC Thanh Hóa
1008,PTX,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Petrolimex Nghệ Tĩnh,VT Petrolimex Nghệ Tĩnh
1009,PTT,UpcomIndex,Công ty Cổ phần Vận tải Dầu khí Đông Dương,Vận tải Dầu khí Đông Dương
1010,DSP,UpcomIndex,Công ty Cổ phần Dịch vụ Du lịch Phú Thọ,Dịch vụ Du lịch Phú Thọ
1011,DTD,HNXIndex,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,Đầu tư Phát triển Thành Đạt
1012,DAT,VNINDEX,Công ty cổ phần Đầu tư Du lịch và Phát triển Thủy sản,ĐT Du lịch và PT Thủy sản
1013,PV2,HNXIndex,Công ty Cổ phần Đầu tư PV2,Đầu tư PV2
1014,PVA,UpcomIndex,Công ty Cổ phần Tổng Công ty Xây lắp Dầu khí Nghệ An,Xây dựng dầu khí Nghệ An
1015,PVB,HNXIndex,Công ty Cổ phần Bọc ống Dầu khí Việt Nam,Bọc ống Dầu khí Việt Nam
1016,PBK,UpcomIndex,Công ty Cổ phần Điện lực Dầu khí Bắc Kạn,Điện lực Dầu khí Bắc Kạn
1017,PBT,UpcomIndex,Công ty Cổ Phần Nhà và Thương mại Dầu khí,PV Building
1018,PVC,HNXIndex,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Hóa chất và Dịch vụ Dầu khí
1019,PCE,HNXIndex,Công ty Cổ phần Phân bón và hóa chất dầu khí Miền Trung,Phân bón và Hóa chất DK Miền Trung
1020,PVM,UpcomIndex,Công ty Cổ phần Máy - Thiết bị Dầu khí,Thiết bị dầu khí (PV MACHINO)
1021,PXC,UpcomIndex,Công ty Cổ phần Phát triển Đô thị Dầu khí,Phát triển Đô thị Dầu khí
1022,PVH,UpcomIndex,Công ty Cổ phần Xây lắp Dầu khí Thanh Hóa,Xây lắp Dầu khí Thanh Hóa
1023,PVD,VNINDEX,Tổng Công ty Cổ phần Khoan và Dịch vụ khoan Dầu khí,Khoan Dầu khí PVDrilling
1024,PCN,UpcomIndex,Công ty Cổ phần Hóa phẩm dầu khí DMC - Miền Bắc,Dầu khí DMC-Miền Bắc
