,exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker,status,code,message,traceId
1285,HNX,Than Đèo Nai,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2001,1911,3101.0,0.008,http://www.deonai.com.vn,3.9,-0.051,0.035,0.008,29.4,29.4,CT,TDN,,,,
1286,HNX,Thủy điện Nước Trong,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,2015,29,148.0,0.0,http://www.thuydiennuoctrong.com.vn,3.9,-0.007,0.063,0.672,10.8,10.8,CT,NTH,,,,
1287,HOSE,Công ty Thuận Đức,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,872,467.0,0.0,http://www.thuanducjsc.com.vn,3.3,0.075,0.085,0.796,67.4,67.4,CT,TDP,,,,
1288,UPCOM,Thép Thủ Đức,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1960,364,511.0,0.01,http://www.thepthuduc.com.vn,3.5,-0.007,0.202,-0.046,12.2,12.2,CT,TDS,,,,
1289,HNX,Đầu tư và Phát triển TDT,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2011,1740,255.0,0.001,http://www.tdtgroup.vn,3.6,0.013,0.051,-0.002,23.9,23.9,CT,TDT,,,,
1290,HOSE,Cấp nước Thủ Đức,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,1991,412,0.0,0.027,http://www.capnuocthuduc.vn,4.0,0.013,0.069,0.406,8.5,8.5,CT,TDW,,,,
1291,HNX,HTC Holding JSC,228.0,3767,Hàng cá nhân & Gia dụng,Personal & Household Goods,2009,26,693.0,0.001,https://cetholding.vn/,3.5,0.013,0.064,-0.264,6.1,6.1,CT,CET,,,,
1292,UPCOM,Thiết kế GTVT,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,,484,227.0,0.354,https://tedi.vn/,3.9,0.069,0.233,,12.5,12.5,CT,TED,,,,
1293,HOSE,TECGROUP,336.0,8633,Bất động sản,Real Estate,2011,99,506.0,0.051,https://tecgroup.com.vn/vn,3.6,-0.044,-0.108,-0.18,65.6,65.6,CT,TEG,,,,
1294,UPCOM,Phát triển công trình viễn thông,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2006,166,475.0,0.0,http://www.telcom.vn,3.2,0.013,0.064,-0.248,5.0,5.0,CT,TEL,,,,
1295,HNX,May mặc Miền Bắc,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,34,0.0,0.0,http://www.textaco.vn,3.7,0.013,0.064,0.292,5.7,5.7,CT,TET,,,,
1296,HNX,Trang Corp.,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2004,520,312.0,0.322,http://www.trangcorporation.com,3.6,0.061,-0.09,0.127,16.8,16.8,CT,TFC,,,,
1297,HOSE,Louis Capital,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2012,125,0.0,0.001,https://louiscapital.vn,3.8,-0.01,-0.134,-0.531,27.3,27.3,CT,TGG,,,,
1298,UPCOM,Cáp Trường Phú,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,96,391.0,0.0,http://www.truongphucable.vn,3.1,0.013,0.064,0.117,10.0,10.0,CT,TGP,,,,
1299,UPCOM,XNK Tổng hợp 1,248.0,5337,Bán lẻ,Retail,1981,298,0.0,0.0,http://www.generalexim.com.vn,3.9,0.138,0.652,-0.189,13.5,13.5,CT,TH1,,,,
1300,UPCOM,Công trình đô thị tỉnh Thái Bình,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,379,373.0,0.0,http://moitruongdothithaibinh.com/,5.0,0.013,0.064,0.343,6.3,6.3,CT,MTB,,,,
1301,UPCOM,Thương mại XNK Thanh Lễ,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2010,572,592.0,0.0,http://www.thalexim.vn,3.6,-0.08,-0.053,-0.122,236.6,236.6,CT,TLP,,,,
1302,UPCOM,Tập đoàn TDI,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2009,153,107.0,0.0,http://www.thanhdoancorp.vn,3.0,0.013,0.064,,3.0,3.0,CT,TDI,,,,
1303,UPCOM,Cấp nước Thanh Hóa,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2005,802,670.0,0.0,http://www.capnuocth.vn,4.2,0.013,0.064,0.302,33.0,33.0,CT,THN,,,,
1304,HNX,Bia Hà Nội - Thanh Hóa,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2004,482,0.0,0.063,http://biathanhhoa.com.vn/web/,4.0,0.013,0.081,0.065,11.4,11.4,CT,THB,,,,
1305,UPCOM,Bia Hà Nội - Thái Bình,214.0,3533,Thực phẩm và đồ uống,Food & Beverage,2005,126,303.0,0.0,http://www.tbbeco.com.vn,3.6,0.013,0.424,0.221,7.7,7.7,CT,BTB,,,,
1306,HNX,Công ty Thaiholdings,336.0,8633,Bất động sản,Real Estate,2011,442,0.0,0.008,http://www.thaiholdings.com.vn,3.1,0.016,0.011,-0.471,350.0,350.0,CT,THD,,,,
1307,UPCOM,Vật tư Y tế Thanh Hóa,235.0,4535,Y tế,Health Care,2014,799,465.0,0.0,http://www.thephaco.com.vn,3.1,0.013,0.064,,7.5,7.5,CT,DTH,,,,
1308,HOSE,XD Tiền Giang,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2003,677,1351.0,0.007,http://www.ticco.com.vn,4.0,-0.006,0.02,-0.064,20.0,20.0,CT,THG,,,,
1309,HOSE,Thiết bị điện,187.0,2737,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,755,541.0,0.001,http://www.thibidi.com,3.3,-0.024,0.185,0.259,48.8,48.8,CT,THI,,,,
1310,UPCOM,Thông Quảng Ninh,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2004,310,147.0,0.0,http://www.quangninhpine.vn,3.7,0.013,0.064,0.302,3.6,3.6,CT,TQN,,,,
1311,HNX,Thanh Hoa Sông Đà,250.0,5373,Bán lẻ,Retail,2004,62,240.0,0.001,http://www.thanhhoasongda.com.vn,3.8,-0.167,-0.262,0.388,2.7,3.0,CT,THS,,,,
1312,HNX,Than Hà Tu,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2006,1862,0.0,0.043,http://www.hatucoal.vn,4.0,-0.035,-0.014,0.07,24.6,24.6,CT,THT,,,,
1313,UPCOM,Môi trường và CTĐT Thanh Hóa,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,978,338.0,0.0,http://www.urencothanhhoa.com.vn,3.4,0.013,0.064,0.302,3.3,3.3,CT,THU,,,,
1314,UPCOM,Cà phê Thuận An,216.0,3537,Thực phẩm và đồ uống,Food & Beverage,2010,72,146.0,0.0,http://www.caphethuanan.com.vn,3.1,0.013,-0.192,0.046,1.6,1.6,CT,TAN,,,,
1315,UPCOM,Cấp nước Tân Hòa,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,338,178.0,0.001,http://www.capnuoctanhoa.com.vn,3.9,0.013,0.027,0.144,5.0,5.0,CT,THW,,,,
1316,UPCOM,Điện tử TIE,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,148,492.0,0.031,http://www.tiegroup.vn,3.9,0.013,-0.008,-0.361,9.6,9.6,CT,TIE,,,,
1317,HNX,TM và DV Tiến Thành,249.0,5371,Bán lẻ,Retail,2003,21,1452.0,0.002,http://www.tienthanhjsc.vn,4.0,-0.035,-0.027,-0.404,37.4,37.4,CT,TTH,,,,
1318,HNX,Tập đoàn Đầu tư Thăng Long,336.0,8633,Bất động sản,Real Estate,2001,705,4727.0,0.099,http://www.tig.vn,4.0,0.001,-0.053,-0.285,176.0,176.0,CT,TIG,,,,
1319,UPCOM,Tổng Công ty Tín Nghĩa,336.0,8633,Bất động sản,Real Estate,2015,1034,2433.0,0.0,http://www.tinnghiacorp.com.vn,3.3,0.009,0.033,-0.236,200.0,200.0,CT,TID,,,,
1320,HOSE,PT KCN Tín Nghĩa,336.0,8633,Bất động sản,Real Estate,2002,58,1046.0,0.165,http://www.tinnghiaip.com.vn,4.1,0.01,-0.003,-0.353,65.0,65.0,CT,TIP,,,,
1321,UPCOM,Dược phẩm Tipharco,238.0,4577,Y tế,Health Care,2006,346,312.0,0.001,http://www.tipharco.com.vn,3.1,0.013,0.064,0.738,6.3,6.3,CT,DTG,,,,
1322,UPCOM,Gang thép Thái Nguyên,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1959,3736,0.0,0.0,http://www.tisco.com.vn,3.2,-0.007,0.043,-0.335,184.0,184.0,CT,TIS,,,,
1323,HOSE,TANIMEX,336.0,8633,Bất động sản,Real Estate,1981,113,356.0,0.005,http://www.tanimex.com.vn,4.0,-0.038,0.07,0.373,30.0,30.0,CT,TIX,,,,
1324,HNX,Dịch vụ Vận tải và Thương mại,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2000,106,0.0,0.005,http://www.transco.com.vn,4.4,0.068,0.028,0.527,8.6,8.6,CT,TJC,,,,
1325,HNX,Địa ốc Tân Kỷ,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1999,128,722.0,0.003,http://www.tanky.com.vn,3.3,-0.029,-0.052,-0.437,15.0,15.7,CT,TKC,,,,
1326,HNX,SX và T.Mại Tùng Khánh,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2000,0,152.0,0.0,http://tungkhanh.com.vn,3.5,0.044,0.094,0.665,6.3,6.3,CT,TKG,,,,
1327,HNX,Công nghiệp Tung Kuang,157.0,1753,Tài nguyên Cơ bản,Basic Resources,1995,400,59.0,0.504,http://www.tungkuang.com.vn,3.9,0.021,0.072,-0.264,42.6,6.6,CT,TKU,,,,
1328,UPCOM,XD Thủy lợi 4,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1979,210,0.0,0.0,http://www.thuyloi4.com.vn,3.5,0.013,0.116,-0.347,14.7,16.0,CT,TL4,,,,
1329,HOSE,ĐT XD và PT Đô thị Thăng Long,336.0,8633,Bất động sản,Real Estate,2009,125,5758.0,0.006,http://www.thanglongdeco.com,3.9,-0.017,-0.016,-0.416,74.8,74.8,CT,TLD,,,,
1330,HOSE,Tập đoàn Thiên Long,220.0,3724,Hàng cá nhân & Gia dụng,Personal & Household Goods,2005,3502,1975.0,0.211,http://www.thienlonggroup.com,3.9,0.007,0.029,0.545,77.8,77.8,CT,TLG,,,,
1331,HNX,TCT Thăng Long,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2010,64,334.0,0.0,http://www.tlg.com.vn,3.2,0.106,-0.023,0.023,41.9,41.9,CT,TTL,,,,
1332,HOSE,Thép Tiến Lên,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1988,300,7761.0,0.014,http://www.tienlengroup.com.vn,3.3,0.019,0.034,-0.318,102.1,102.1,CT,TLH,,,,
1333,UPCOM,May Quốc tế Thắng Lợi,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2013,427,356.0,0.0,http://www.maythangloi.com.vn,3.7,0.013,0.206,0.699,3.0,3.0,CT,TLI,,,,
1334,HNX,Chứng khoán MB,300.0,8777,Dịch vụ tài chính,Financial Services,2000,671,16050.0,0.008,http://www.mbs.com.vn,3.7,-0.009,-0.048,-0.229,380.6,380.6,CK,MBS,,,,
1335,UPCOM,Viglacera Thăng long,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,360,417.0,0.002,http://www.viglacerathanglong.com.vn,3.5,0.013,0.064,0.805,7.0,7.0,CT,TLT,,,,
1336,HNX,XNK Thủ Đức,275.0,7573,"Điện, nước & xăng dầu khí đốt",Utilities,2000,270,0.0,0.018,http://www.timexcothuduc.com.vn,3.9,0.013,-0.004,0.068,12.4,12.4,CT,TMC,,,,
1337,HOSE,Thủy điện Thác Mơ,274.0,7535,"Điện, nước & xăng dầu khí đốt",Utilities,1994,160,966.0,0.006,http://www.tmhpp.com.vn,4.3,-0.031,0.065,0.278,70.0,70.0,CT,TMP,,,,
1338,HOSE,Transimex,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1983,2012,1080.0,0.436,http://www.transimex.com.vn,3.8,0.013,0.038,-0.05,121.7,121.7,CT,TMS,,,,
1339,HOSE,Ô tô TMT,211.0,3353,Ô tô và phụ tùng,Automobiles & Parts,2006,678,1204.0,0.029,http://www.tmt-vietnam.com.vn,3.4,0.215,0.546,0.463,36.9,37.3,CT,TMT,,,,
1340,UPCOM,Gỗ Tân Mai,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2007,1575,0.0,0.0,http://www.wood-tanmai.com.vn,3.9,0.013,0.064,0.302,4.7,4.7,CT,TMW,,,,
1341,HNX,Thương mại Xi măng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2007,97,411.0,0.072,http://www.tmx.com.vn,3.7,0.023,0.24,0.208,6.0,6.0,CT,TMX,,,,
1342,HOSE,TNS Holdings,336.0,8633,Bất động sản,Real Estate,2014,2579,660.0,0.001,http://www.tnsholdings.vn,4.0,-0.022,-0.028,-0.152,43.2,43.2,CT,TN1,,,,
1343,HOSE,XNK Thiên Nam,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1994,145,2298.0,0.036,http://www.thiennamgroup.vn,3.2,-0.003,0.015,-0.338,49.2,49.6,CT,TNA,,,,
1344,UPCOM,Thép Nhà Bè,159.0,1757,Tài nguyên Cơ bản,Basic Resources,1967,192,330.0,0.004,http://www.nbsteel.vn,3.5,0.013,-0.067,0.075,14.5,14.5,CT,TNB,,,,
1345,UPCOM,Phát hành sách Thái Nguyên,256.0,5557,Truyền thông,Media,2004,45,551.0,0.0,http://www.sthc.com.vn,3.6,-0.015,0.492,-0.032,19.5,19.5,CT,STH,,,,
1346,HOSE,Cao su Thống Nhất,150.0,1353,Hóa chất,Chemicals,1991,0,0.0,0.006,http://trc.com.vn,3.8,0.079,0.364,1.37,19.3,19.3,CT,TNC,,,,
1347,HNX,Công ty Thống Nhất,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2004,44,398.0,0.173,http://www.bauxeo.com.vn,4.1,0.104,0.061,0.252,8.2,8.2,CT,BAX,,,,
1348,UPCOM,Thép tấm lá Thống Nhất,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2007,0,2043.0,0.001,http://www.tnsteel.vn,3.2,-0.019,0.001,-0.426,20.0,20.0,CT,TNS,,,,
1349,HNX,Đầu tư và Thương mại TNG,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2003,14752,15047.0,0.11,http://www.tng.vn,3.8,0.042,0.196,-0.105,105.1,105.1,CT,TNG,,,,
1350,HOSE,Tập đoàn Thành Nam,159.0,1757,Tài nguyên Cơ bản,Basic Resources,2009,108,1329.0,0.003,http://www.thanhnamgroup.com.vn,3.3,-0.007,-0.031,-0.331,52.5,52.5,CT,TNI,,,,
1351,UPCOM,XNK và XD Công trình,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1997,205,0.0,0.0,http://www.tranimexco.com.vn,3.4,0.013,0.093,0.223,5.8,5.8,CT,TNM,,,,
1352,UPCOM,Cảng Thị Nại,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,203,124.0,0.0,http://www.thinaiport.com.vn,3.7,0.013,-0.134,1.973,7.1,7.1,CT,TNP,,,,
1353,HOSE,Tập đoàn TNT,166.0,1775,Tài nguyên Cơ bản,Basic Resources,2006,15,1660.0,0.002,http://tainguyen.vn,3.7,-0.055,0.116,-0.472,51.0,51.0,CT,TNT,,,,
1354,UPCOM,Tô Châu,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,2005,660,0.0,0.0,http://www.tochau.vn,3.4,0.013,-0.036,0.302,10.0,10.0,CT,TCJ,,,,
1355,UPCOM,Phân phối Top One,250.0,5373,Bán lẻ,Retail,2015,,111.0,0.015,http://www.toponejsc.com,3.8,0.013,-0.124,-0.157,25.4,25.4,CT,TOP,,,,
1356,HNX,Vận tải Transimex,194.0,2779,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2009,234,232.0,0.04,http://transimextrans.com.vn,4.2,0.246,0.307,0.473,5.5,5.5,CT,TOT,,,,
1357,HOSE,Ngân hàng Tiên Phong,289.0,8355,Ngân hàng,Banks,2008,4985,15209.0,0.3,http://www.tpb.vn,4.3,0.032,0.024,-0.13,1581.8,1581.8,NH,TPB,,,,
1358,HNX,Thực phẩm Bích Chi,218.0,3577,Thực phẩm và đồ uống,Food & Beverage,2013,915,191.0,0.0,http://www.bichchi.com.vn,3.8,0.021,0.053,0.419,27.8,27.8,CT,BCF,,,,
1359,HOSE,Nhựa Tân Đại Hưng,150.0,1353,Hóa chất,Chemicals,1984,760,670.0,0.025,http://www.tandaihungplastic.com,3.5,0.013,0.072,0.044,22.5,24.4,CT,TPC,,,,
1360,HNX,In Sách giáo khoa TP.Hà Nội,256.0,5557,Truyền thông,Media,2004,86,0.0,0.002,http://www.sachgiaoduchanoi.vn,3.5,0.013,0.064,0.997,2.1,2.1,CT,TPH,,,,
1361,HNX,Nhựa Tân Phú VN,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2005,1814,482.0,0.001,http://tanphuvietnam.vn,3.4,0.013,0.083,0.248,45.0,45.0,CT,TPP,,,,
1362,UPCOM,Thủy sản và TMại Thuận Phước,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1987,2712,445.0,0.0,http://www.thuanphuoc.vn,3.2,-0.061,0.034,0.121,21.6,21.6,CT,THP,,,,
1363,HOSE,Traphaco,238.0,4577,Y tế,Health Care,1999,1434,0.0,0.461,http://www.traphaco.com.vn,3.9,0.002,0.027,0.304,41.5,41.5,CT,TRA,,,,
1364,UPCOM,Vận Tải 1 Traco,193.0,2777,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2015,,0.0,0.0,http://www.traco.vn,3.5,0.093,0.144,0.173,4.6,4.6,CT,TR1,,,,
1365,HOSE,ĐT Phát triển CN và Vận tải,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,88,4023.0,0.004,http://www.tracodi.com.vn,3.9,-0.006,-0.087,-0.447,244.4,244.4,CT,TCD,,,,
1366,UPCOM,Cấp thoát nước Trà Vinh,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,198,183.0,0.0,http://www.trawaco.com.vn,3.3,0.161,0.022,0.046,14.6,14.6,CT,TVW,,,,
1367,HOSE,Cao su Tây Ninh,150.0,1353,Hóa chất,Chemicals,2006,1784,735.0,0.014,http://www.taniruco.com,3.8,-0.058,-0.084,-0.13,29.1,30.0,CT,TRC,,,,
1368,UPCOM,Vận tải và Dịch vụ Hàng Hải,191.0,2773,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2006,156,149.0,0.0,http://www.trasas.com.vn,3.4,0.326,1.091,0.35,4.5,4.5,CT,TRS,,,,
1369,HNX,Nông nghiệp CN cao Trung An,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1996,184,5393.0,0.001,http://www.trunganrice.com,3.6,-0.03,0.013,-0.333,78.3,78.3,CT,TAR,,,,
1370,UPCOM,Xây dựng Trung Đô,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2013,705,530.0,0.0,http://www.trungdo.vn,3.9,0.344,0.411,0.22,30.0,30.0,CT,TDF,,,,
1371,HOSE,Chứng khoán Trí Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,55,365.0,0.021,http://www.tvsc.vn,4.0,0.005,-0.019,-0.52,112.1,112.1,CK,TVB,,,,
1372,UPCOM,Thủy sản số 4,217.0,3573,Thực phẩm và đồ uống,Food & Beverage,1993,82,1737.0,0.008,http://www.seafoodno4.com,3.2,-0.064,-0.136,-0.355,16.1,16.2,CT,TS4,,,,
1373,HNX,Ắc quy Tia Sáng,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,225,295.0,0.0,http://www.tiasangbattery.com,3.4,-0.092,-0.134,2.545,6.7,6.7,CT,TSB,,,,
1374,HOSE,Kỹ thuật NN Cần Thơ,151.0,1357,Hóa chất,Chemicals,1976,714,3181.0,0.002,http://www.tsccantho.com.vn,3.6,0.008,0.069,-0.485,196.9,196.9,CT,TSC,,,,
1375,UPCOM,Du lịch Trường Sơn Coecco,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,98,95.0,0.0,http://www.truongsontourist.com.vn,3.5,0.013,-0.029,-0.147,1.3,1.3,CT,TSD,,,,
1376,UPCOM,Dịch vụ KT Viễn Thông,308.0,9533,Công nghệ Thông tin,Technology,2000,116,0.0,0.01,http://www.tst.com.vn,3.6,0.013,-0.039,0.109,4.8,4.8,CT,TST,,,,
1377,HOSE,XD và PT Trường Thành,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2008,138,8256.0,0.003,http://www.truongthanhgroup.com.vn,3.8,-0.131,-0.044,-0.074,157.5,157.5,CT,TTA,,,,
1378,HOSE,Tập đoàn Tiến Bộ,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,69,335.0,0.0,http://www.tienbo.vn,3.4,-0.239,-0.197,-0.404,101.5,101.5,CT,TTB,,,,
1379,HNX,Gạch men Thanh Thanh,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,321,0.0,0.098,http://www.thanhthanhceramic.com,4.0,-0.112,0.148,0.076,5.9,6.0,CT,TTC,,,,
1380,HNX,Du lịch - Thương Mại Tây Ninh,262.0,5759,Du lịch và Giải trí,Travel & Leisure,2007,110,137.0,0.025,http://www.tanitour.com.vn,3.6,0.111,0.814,0.924,4.6,4.6,CT,TTT,,,,
1381,HOSE,Gỗ Trường Thành,155.0,1733,Tài nguyên Cơ bản,Basic Resources,2003,4016,3958.0,0.003,http://www.truongthanh.com,3.2,-0.014,-0.03,-0.416,393.5,393.5,CT,TTF,,,,
1382,UPCOM,May Thanh Trì,226.0,3763,Hàng cá nhân & Gia dụng,Personal & Household Goods,2008,638,0.0,0.066,http://www.hapro.com.vn,3.6,0.013,0.194,0.102,2.0,2.0,CT,TTG,,,,
1383,HOSE,Xây lắp Huế,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2011,1622,998.0,0.013,http://www.xaylaphue.com.vn,3.9,0.006,-0.023,-0.152,22.9,22.9,CT,HUB,,,,
1384,UPCOM,CTCP RedstarCera,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,420,209.0,0.0,https://redstarcera.com/,3.5,0.013,0.064,0.413,11.0,11.0,CT,TRT,,,,
1385,UPCOM,Công nghệ và Truyền thông VN,267.0,6535,Viễn thông,Telecommunications,2008,328,2493.0,0.004,http://www.vntt.com.vn,4.0,0.038,0.114,-0.326,36.7,36.7,CT,TTN,,,,
1386,UPCOM,Bao bì nhựa Tân Tiến,184.0,2723,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2004,792,415.0,0.882,https://tapack.com,3.9,0.013,0.175,0.231,13.5,15.0,CT,TTP,,,,
1387,HNX,Xây dựng Tiến Trung,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2003,7,1173.0,0.129,http://www.ttzholdings.com.vn,3.6,0.013,0.064,-0.426,7.6,7.6,CT,TTZ,,,,
1388,UPCOM,Gạch ngói Đồng Nai,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2006,518,290.0,0.004,http://www.tuildonai.com.vn,3.6,-0.006,0.06,0.154,9.0,9.0,CT,GND,,,,
1389,UPCOM,Cấp thoát nước Tuyên Quang,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2010,285,325.0,0.0,http://www.capthoatnuoctuyenquang.vn,3.2,0.013,0.064,0.302,8.9,8.9,CT,TQW,,,,
1390,UPCOM,Tư vấn XD Điện 1,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1982,734,1626.0,0.0,http://www.pecc1.com.vn,3.3,-0.003,0.124,0.401,26.7,26.7,CT,TV1,,,,
1391,HOSE,Tư vấn XD Điện 2,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1985,753,986.0,0.15,http://www.pecc2.com,3.7,0.02,-0.018,-0.104,67.5,67.5,CT,TV2,,,,
1392,HNX,Tư vấn XD điện 3,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,2007,467,0.0,0.003,http://www.pecc3.com.vn,3.8,0.013,0.058,0.056,9.5,9.5,CT,TV3,,,,
1393,HNX,Tư vấn XD Điện 4,195.0,2791,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2007,446,485.0,0.01,http://www.pecc4.vn,4.0,-0.003,-0.03,0.113,19.8,19.8,CT,TV4,,,,
1394,UPCOM,TM ĐT xây lắp điện Thịnh Vượng,253.0,5379,Bán lẻ,Retail,2008,0,129.0,0.49,http://www.thinhvuongvn.com,3.4,0.013,-0.044,-0.5,3.0,3.0,CT,TV6,,,,
1395,UPCOM,Sứ Viglacera Thanh Trì,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2008,335,339.0,0.0,http://www.viglacerathanhtri.vn,3.3,0.16,-0.1,0.619,6.3,6.3,CT,TVA,,,,
1396,HNX,Tập đoàn Trí Việt,299.0,8775,Dịch vụ tài chính,Financial Services,2012,33,441.0,0.002,http://tcorp.vn,3.8,-0.008,-0.082,-0.488,118.6,118.6,CT,TVC,,,,
1397,HNX,Than Vàng Danh,160.0,1771,Tài nguyên Cơ bản,Basic Resources,2008,5527,0.0,0.029,http://www.vangdanhcoal.com.vn,4.0,-0.044,0.167,0.168,45.0,45.0,CT,TVD,,,,
1398,UPCOM,XD Giao thông Vận tải,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1959,125,129.0,0.0,http://www.tricc-jsc.com.vn,3.0,0.013,0.064,0.422,2.0,2.0,CT,TVG,,,,
1399,UPCOM,Dược phẩm TV.Pharm,238.0,4577,Y tế,Health Care,2003,713,234.0,0.001,http://www.tvpharm.com.vn,3.7,-0.12,0.012,0.676,29.5,29.5,CT,TVP,,,,
1400,HOSE,Chứng khoán Thiên Việt,300.0,8777,Dịch vụ tài chính,Financial Services,2006,67,978.0,0.284,http://www.tvs.vn,3.3,0.035,0.014,-0.208,109.2,107.1,CK,TVS,,,,
1401,UPCOM,Nước sạch Thái Nguyên,277.0,7577,"Điện, nước & xăng dầu khí đốt",Utilities,2009,477,374.0,0.0,http://www.nuocsachthainguyen.vn,3.4,0.225,0.276,0.162,16.0,16.0,CT,TNW,,,,
1402,HNX,Thạch cao Xi măng,180.0,2353,Xây dựng và Vật liệu,Construction & Materials,2005,58,1116.0,0.008,http://www.thachcaoximang.com.vn,3.4,0.104,0.189,-0.184,7.0,7.0,CT,TXM,,,,
1403,HOSE,Dây và Cáp điện Taya,186.0,2733,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,1992,259,0.0,0.408,http://www.taya.com.vn,3.5,0.001,0.009,-0.051,30.7,6.1,CT,TYA,,,,
1404,UPCOM,Đô thị Cần Thơ,199.0,2799,Hàng & Dịch vụ Công nghiệp,Industrial Goods & Services,2010,351,165.0,0.0,http://www.congtrinhdothicantho.vn,3.8,0.013,0.064,0.063,5.3,5.3,CT,UCT,,,,
1405,HOSE,Xây dựng và Phát triển đô thị Bà Rịa - Vũng Tàu,181.0,2357,Xây dựng và Vật liệu,Construction & Materials,1995,232,1201.0,0.123,http://www.udec.com.vn,3.2,-0.009,-0.073,-0.349,34.7,35.0,CT,UDC,,,,
